Customer Id,Gender,Age,City,Signup Date,Order Id,Order Date,Restaurant Name,Dish Name,Category,Quantity,Price,Payment Method,Order Frequency,Last Order Date,Loyalty Points,Churned,Rating,Rating Date,Delivery Status
C3805,Female,Senior,Lahore,"December 13, 2024",O7805,"February 23, 2024",McDonald's,Fries,Fast Food,3,$166.57,Card,14,"November 11, 2024",18,Active,5,"July 27, 2025",Delayed
C5145,Male,Senior,Islamabad,"November 26, 2023",O9145,"February 24, 2024",McDonald's,Pasta,Dessert,1,$689.33,Card,6,"June 13, 2025",376,Active,2,"August 29, 2024",Delayed
C6703,Female,Teenager,Multan,"May 15, 2025",O10703,"February 24, 2024",McDonald's,Sandwich,Fast Food,3,$369.79,Card,42,"July 14, 2025",47,Inactive,2,"February 4, 2025",Delivered
C5797,Other,Teenager,Islamabad,"June 3, 2024",O9797,"February 24, 2024",McDonald's,Sandwich,Dessert,1,$740.60,Card,12,"July 2, 2025",52,Inactive,5,"April 16, 2025",Delayed
C6721,Male,Teenager,Peshawar,"March 1, 2025",O10721,"February 24, 2024",McDonald's,Pizza,Fast Food,3,$292.57,Wallet,36,"May 21, 2025",167,Inactive,4,"December 12, 2024",Delivered
C2464,Female,Teenager,Peshawar,"May 8, 2024",O6464,"February 25, 2024",McDonald's,Pizza,Continental,3,"$1,174.40",Wallet,41,"December 1, 2024",82,Active,3,"December 13, 2024",Delayed
C2773,Male,Adult,Peshawar,"December 1, 2023",O6773,"February 26, 2024",McDonald's,Fries,Continental,5,$992.08,Wallet,12,"June 21, 2025",302,Active,2,"October 23, 2024",Delayed
C1684,Other,Senior,Lahore,"February 7, 2024",O5684,"February 27, 2024",McDonald's,Fries,Continental,2,$678.96,Card,44,"December 26, 2024",310,Active,5,"July 27, 2025",Delivered
C1220,Male,Adult,Multan,"October 30, 2023",O5220,"February 28, 2024",McDonald's,Burger,Chinese,2,$495.99,Card,9,"August 10, 2025",477,Active,1,"January 25, 2025",Delayed
C2332,Other,Senior,Multan,"April 2, 2025",O6332,"February 28, 2024",McDonald's,Sandwich,Dessert,1,$903.28,Cash,4,"May 19, 2025",352,Inactive,2,"July 22, 2025",Delayed
C5656,Female,Adult,Peshawar,"July 21, 2025",O9656,"February 29, 2024",McDonald's,Sandwich,Italian,3,$769.88,Card,22,"November 21, 2024",433,Inactive,2,"March 2, 2025",Delayed
C5352,Other,Teenager,Lahore,"March 16, 2025",O9352,"March 1, 2024",McDonald's,Burger,Chinese,2,$496.55,Wallet,1,"July 6, 2025",224,Active,5,"April 22, 2025",Delayed
C1558,Other,Teenager,Multan,"January 20, 2025",O5558,"March 2, 2024",McDonald's,Pasta,Italian,2,$333.04,Card,46,"October 27, 2024",252,Active,3,"March 5, 2025",Delivered
C3538,Female,Adult,Multan,"February 18, 2024",O7538,"March 2, 2024",McDonald's,Fries,Fast Food,4,$474.89,Cash,2,"July 6, 2025",236,Active,5,"August 5, 2025",Delayed
C4139,Male,Adult,Karachi,"April 21, 2024",O8139,"March 7, 2024",McDonald's,Pizza,Dessert,1,$591.59,Card,7,"June 16, 2025",417,Active,1,"April 19, 2025",Cancelled
C1907,Male,Teenager,Lahore,"August 12, 2024",O5907,"March 8, 2024",McDonald's,Pasta,Italian,5,"$1,004.32",Wallet,39,"February 18, 2025",332,Active,3,"February 19, 2025",Delivered
C4631,Female,Teenager,Lahore,"September 28, 2024",O8631,"March 8, 2024",McDonald's,Pizza,Fast Food,5,$910.35,Cash,39,"December 7, 2024",293,Active,4,"September 13, 2024",Cancelled
C2283,Other,Adult,Karachi,"August 27, 2024",O6283,"March 8, 2024",McDonald's,Sandwich,Continental,3,$814.98,Card,19,"April 11, 2025",135,Active,1,"June 17, 2025",Delayed
C5773,Other,Teenager,Peshawar,"May 19, 2024",O9773,"March 8, 2024",McDonald's,Sandwich,Chinese,4,"$1,090.41",Card,32,"November 7, 2024",5,Active,2,"December 2, 2024",Delayed
C1367,Female,Adult,Islamabad,"April 19, 2025",O5367,"March 8, 2024",McDonald's,Sandwich,Dessert,2,"$1,411.14",Card,19,"February 14, 2025",459,Inactive,2,"June 26, 2025",Delivered
C1015,Male,Adult,Lahore,"May 10, 2024",O5015,"March 8, 2024",McDonald's,Fries,Chinese,2,"$1,343.37",Cash,33,"September 12, 2024",83,Active,2,"July 4, 2025",Cancelled
C1301,Male,Senior,Peshawar,"April 4, 2025",O5301,"March 9, 2024",McDonald's,Fries,Italian,1,"$1,208.35",Cash,22,"February 24, 2025",315,Inactive,5,"January 21, 2025",Cancelled
C3644,Other,Teenager,Peshawar,"February 27, 2025",O7644,"March 9, 2024",McDonald's,Sandwich,Chinese,4,"$1,437.92",Cash,42,"October 2, 2024",217,Active,5,"December 9, 2024",Cancelled
C5867,Female,Adult,Karachi,"November 4, 2023",O9867,"March 10, 2024",McDonald's,Pizza,Continental,2,"$1,175.65",Cash,40,"October 27, 2024",248,Active,3,"March 7, 2025",Delivered
C6556,Other,Teenager,Karachi,"July 26, 2024",O10556,"March 11, 2024",McDonald's,Sandwich,Dessert,4,$636.22,Card,41,"March 9, 2025",278,Active,1,"April 22, 2025",Delayed
C6648,Other,Adult,Islamabad,"October 9, 2024",O10648,"March 13, 2024",McDonald's,Pizza,Continental,2,$906.52,Card,13,"May 13, 2025",1,Active,3,"July 6, 2025",Cancelled
C2686,Female,Senior,Lahore,"March 12, 2025",O6686,"March 13, 2024",McDonald's,Sandwich,Italian,4,"$1,304.46",Card,10,"July 13, 2025",235,Active,3,"April 25, 2025",Delivered
C4929,Male,Adult,Multan,"December 15, 2023",O8929,"March 13, 2024",McDonald's,Burger,Dessert,5,$841.97,Cash,11,"January 27, 2025",338,Inactive,5,"August 20, 2025",Delivered
C3277,Other,Teenager,Islamabad,"December 20, 2024",O7277,"March 15, 2024",McDonald's,Pasta,Italian,2,"$1,321.33",Wallet,33,"April 27, 2025",160,Inactive,2,"September 19, 2024",Delivered
C4993,Female,Senior,Multan,"July 22, 2024",O8993,"March 17, 2024",McDonald's,Pizza,Fast Food,5,$230.58,Card,36,"July 22, 2025",485,Inactive,3,"August 29, 2024",Delivered
C3101,Other,Senior,Islamabad,"December 3, 2024",O7101,"March 17, 2024",McDonald's,Sandwich,Dessert,1,"$1,373.35",Wallet,40,"November 26, 2024",334,Active,1,"February 20, 2025",Delivered
C1608,Other,Adult,Multan,"April 26, 2024",O5608,"March 19, 2024",McDonald's,Fries,Chinese,2,"$1,219.27",Wallet,4,"December 28, 2024",330,Active,4,"June 27, 2025",Cancelled
C3021,Male,Teenager,Multan,"March 19, 2025",O7021,"March 19, 2024",McDonald's,Fries,Dessert,5,$267.73,Cash,32,"October 16, 2024",283,Active,3,"November 5, 2024",Cancelled
C5985,Female,Teenager,Peshawar,"December 16, 2024",O9985,"March 19, 2024",McDonald's,Pasta,Continental,5,$696.94,Wallet,7,"September 8, 2024",12,Active,1,"February 24, 2025",Delivered
C3726,Other,Adult,Peshawar,"September 26, 2024",O7726,"March 20, 2024",McDonald's,Burger,Dessert,4,$514.51,Card,5,"March 23, 2025",77,Inactive,1,"November 18, 2024",Cancelled
C4923,Male,Teenager,Multan,"February 25, 2025",O8923,"March 20, 2024",McDonald's,Pasta,Dessert,3,"$1,274.73",Wallet,48,"November 1, 2024",415,Active,5,"June 17, 2025",Cancelled
C5199,Female,Adult,Islamabad,"February 24, 2024",O9199,"March 21, 2024",McDonald's,Burger,Italian,4,$716.08,Cash,34,"May 30, 2025",136,Active,4,"April 4, 2025",Cancelled
C6317,Female,Senior,Lahore,"April 2, 2025",O10317,"March 21, 2024",McDonald's,Sandwich,Italian,2,$566.90,Wallet,32,"January 14, 2025",243,Active,1,"January 10, 2025",Delayed
C1063,Male,Senior,Lahore,"September 17, 2023",O5063,"March 22, 2024",McDonald's,Burger,Chinese,3,$559.13,Cash,17,"January 12, 2025",306,Active,5,"March 23, 2025",Cancelled
C2943,Female,Teenager,Multan,"November 18, 2023",O6943,"March 23, 2024",McDonald's,Burger,Italian,5,"$1,269.83",Card,4,"December 24, 2024",259,Inactive,3,"September 11, 2024",Cancelled
C5818,Male,Adult,Multan,"June 30, 2025",O9818,"March 23, 2024",McDonald's,Fries,Dessert,5,$541.95,Card,26,"July 25, 2025",444,Active,1,"December 21, 2024",Delivered
C3445,Male,Senior,Peshawar,"August 20, 2024",O7445,"March 23, 2024",McDonald's,Burger,Chinese,1,"$1,013.21",Cash,4,"March 30, 2025",45,Active,4,"November 25, 2024",Delayed
C6799,Other,Adult,Islamabad,"July 9, 2025",O10799,"March 24, 2024",McDonald's,Burger,Dessert,3,"$1,388.46",Cash,31,"December 7, 2024",151,Inactive,3,"June 15, 2025",Delivered
C5737,Female,Teenager,Multan,"May 16, 2025",O9737,"March 27, 2024",McDonald's,Pizza,Continental,1,$703.07,Wallet,8,"April 23, 2025",51,Inactive,5,"July 21, 2025",Delayed
C6355,Female,Teenager,Karachi,"October 16, 2024",O10355,"March 28, 2024",McDonald's,Sandwich,Continental,4,$128.63,Cash,23,"November 28, 2024",154,Active,5,"November 15, 2024",Delayed
C2138,Male,Teenager,Islamabad,"December 4, 2023",O6138,"March 28, 2024",McDonald's,Fries,Fast Food,2,$816.36,Card,13,"March 8, 2025",450,Inactive,5,"October 25, 2024",Delivered
C6819,Female,Adult,Lahore,"May 22, 2024",O10819,"March 28, 2024",McDonald's,Fries,Italian,2,$787.92,Wallet,33,"June 9, 2025",212,Active,3,"March 30, 2025",Cancelled
C2269,Female,Senior,Islamabad,"November 21, 2024",O6269,"March 29, 2024",McDonald's,Pizza,Chinese,1,$129.45,Wallet,10,"October 20, 2024",51,Active,5,"October 15, 2024",Cancelled
C4007,Female,Teenager,Karachi,"October 7, 2023",O8007,"March 29, 2024",McDonald's,Pasta,Continental,4,$975.23,Card,26,"November 19, 2024",189,Active,5,"March 1, 2025",Delivered
C4247,Female,Teenager,Multan,"December 20, 2024",O8247,"March 29, 2024",McDonald's,Fries,Dessert,5,"$1,486.67",Wallet,40,"September 4, 2024",65,Active,4,"October 27, 2024",Delayed
C3274,Male,Adult,Karachi,"January 17, 2024",O7274,"March 30, 2024",McDonald's,Burger,Continental,1,"$1,249.58",Card,30,"August 5, 2025",419,Inactive,3,"November 19, 2024",Delayed
C4902,Female,Senior,Islamabad,"February 23, 2024",O8902,"March 31, 2024",McDonald's,Burger,Dessert,2,$456.28,Cash,11,"April 14, 2025",186,Inactive,4,"September 9, 2024",Cancelled
C6339,Other,Senior,Multan,"September 14, 2023",O10339,"April 1, 2024",McDonald's,Sandwich,Italian,4,"$1,339.93",Wallet,19,"August 9, 2025",77,Inactive,3,"December 1, 2024",Delayed
C2475,Female,Adult,Lahore,"December 22, 2023",O6475,"April 1, 2024",McDonald's,Pizza,Continental,1,$400.61,Card,29,"June 11, 2025",206,Active,3,"May 21, 2025",Cancelled
C2488,Male,Adult,Peshawar,"December 30, 2023",O6488,"April 3, 2024",McDonald's,Pasta,Fast Food,4,"$1,114.24",Cash,42,"May 12, 2025",97,Inactive,3,"June 16, 2025",Delivered
C2075,Male,Teenager,Islamabad,"March 21, 2024",O6075,"April 4, 2024",McDonald's,Pasta,Chinese,3,"$1,384.97",Cash,6,"September 10, 2024",109,Active,5,"January 19, 2025",Delayed
C2744,Male,Senior,Lahore,"September 5, 2024",O6744,"April 6, 2024",McDonald's,Fries,Chinese,5,"$1,186.39",Wallet,6,"September 21, 2024",370,Active,4,"January 16, 2025",Delayed
C5042,Other,Senior,Lahore,"December 1, 2023",O9042,"April 6, 2024",McDonald's,Fries,Chinese,1,"$1,359.62",Cash,11,"November 18, 2024",447,Inactive,2,"October 21, 2024",Cancelled
C5079,Other,Senior,Karachi,"May 9, 2025",O9079,"April 8, 2024",McDonald's,Sandwich,Chinese,3,$501.34,Wallet,22,"October 5, 2024",169,Inactive,5,"June 24, 2025",Cancelled
C4317,Male,Teenager,Islamabad,"October 20, 2023",O8317,"April 8, 2024",McDonald's,Pasta,Fast Food,3,$653.02,Wallet,48,"August 1, 2025",35,Inactive,3,"October 22, 2024",Cancelled
C5209,Male,Teenager,Lahore,"July 12, 2025",O9209,"April 8, 2024",McDonald's,Burger,Italian,2,$579.46,Wallet,31,"March 17, 2025",282,Inactive,3,"October 11, 2024",Delayed
C3773,Other,Adult,Multan,"August 30, 2023",O7773,"April 9, 2024",McDonald's,Pizza,Italian,5,$273.55,Card,37,"May 10, 2025",101,Inactive,3,"October 17, 2024",Delayed
C1711,Other,Senior,Peshawar,"August 9, 2024",O5711,"April 9, 2024",McDonald's,Pasta,Continental,4,$537.04,Wallet,2,"January 26, 2025",357,Inactive,4,"August 24, 2024",Delivered
C5559,Male,Teenager,Lahore,"January 1, 2025",O9559,"April 10, 2024",McDonald's,Burger,Fast Food,3,$510.70,Cash,24,"March 23, 2025",241,Inactive,3,"November 11, 2024",Cancelled
C4752,Female,Adult,Lahore,"September 19, 2023",O8752,"April 11, 2024",McDonald's,Burger,Fast Food,5,$185.13,Card,26,"January 5, 2025",330,Inactive,3,"November 20, 2024",Delayed
C5437,Other,Senior,Peshawar,"July 19, 2024",O9437,"April 11, 2024",McDonald's,Pasta,Continental,5,"$1,439.98",Card,45,"January 11, 2025",385,Inactive,3,"November 20, 2024",Delayed
C2668,Male,Senior,Lahore,"December 31, 2024",O6668,"April 12, 2024",McDonald's,Pizza,Dessert,5,$997.23,Card,45,"August 13, 2025",315,Active,2,"May 6, 2025",Cancelled
C1734,Male,Teenager,Peshawar,"October 5, 2024",O5734,"April 13, 2024",McDonald's,Sandwich,Chinese,5,$790.07,Wallet,8,"July 18, 2025",361,Active,2,"December 17, 2024",Delayed
C3660,Other,Senior,Peshawar,"October 30, 2024",O7660,"April 13, 2024",McDonald's,Sandwich,Dessert,5,"$1,103.32",Cash,40,"December 13, 2024",86,Active,1,"August 1, 2025",Delivered
C4212,Male,Senior,Karachi,"March 22, 2024",O8212,"April 13, 2024",McDonald's,Pasta,Chinese,2,"$1,276.74",Card,42,"March 12, 2025",104,Inactive,3,"June 9, 2025",Delivered
C5235,Male,Senior,Islamabad,"February 16, 2024",O9235,"April 14, 2024",McDonald's,Pasta,Chinese,3,"$1,007.05",Card,15,"August 15, 2025",182,Inactive,4,"February 17, 2025",Delayed
C1819,Other,Teenager,Lahore,"August 13, 2024",O5819,"April 14, 2024",McDonald's,Sandwich,Chinese,5,$354.30,Card,50,"December 17, 2024",334,Active,2,"August 2, 2025",Delivered
C4058,Male,Teenager,Multan,"May 4, 2025",O8058,"April 14, 2024",McDonald's,Sandwich,Chinese,5,$144.10,Cash,23,"October 22, 2024",100,Active,2,"June 11, 2025",Delayed
C4504,Other,Adult,Karachi,"September 24, 2023",O8504,"April 17, 2024",McDonald's,Pizza,Dessert,3,$271.27,Card,2,"May 4, 2025",211,Inactive,2,"October 15, 2024",Delayed
C5456,Other,Senior,Karachi,"April 25, 2025",O9456,"April 17, 2024",McDonald's,Fries,Fast Food,5,"$1,225.63",Cash,37,"July 28, 2025",351,Inactive,5,"August 27, 2024",Cancelled
C4547,Other,Adult,Islamabad,"May 12, 2025",O8547,"April 17, 2024",McDonald's,Fries,Italian,3,$978.10,Card,25,"December 31, 2024",317,Inactive,3,"October 17, 2024",Delayed
C2489,Other,Adult,Peshawar,"May 25, 2024",O6489,"April 18, 2024",McDonald's,Pasta,Italian,5,$383.33,Cash,19,"January 18, 2025",301,Active,1,"June 8, 2025",Cancelled
C2102,Male,Senior,Karachi,"August 17, 2024",O6102,"April 19, 2024",McDonald's,Fries,Continental,5,$743.39,Wallet,49,"June 8, 2025",387,Active,3,"November 16, 2024",Delayed
C5553,Male,Adult,Lahore,"November 23, 2023",O9553,"April 20, 2024",McDonald's,Burger,Chinese,4,"$1,108.18",Wallet,48,"August 5, 2025",397,Active,2,"July 16, 2025",Delivered
C5680,Other,Teenager,Karachi,"May 30, 2024",O9680,"April 20, 2024",McDonald's,Sandwich,Fast Food,3,"$1,194.59",Cash,18,"December 12, 2024",198,Inactive,1,"October 14, 2024",Cancelled
C1902,Male,Adult,Lahore,"May 23, 2024",O5902,"April 21, 2024",McDonald's,Burger,Fast Food,5,$703.06,Card,37,"August 15, 2025",373,Active,2,"October 22, 2024",Delayed
C4460,Female,Senior,Lahore,"December 15, 2024",O8460,"April 21, 2024",McDonald's,Pasta,Dessert,3,"$1,183.59",Card,5,"July 18, 2025",431,Inactive,1,"July 1, 2025",Delayed
C5368,Other,Teenager,Karachi,"July 24, 2025",O9368,"April 21, 2024",McDonald's,Pizza,Italian,4,$622.33,Wallet,16,"September 18, 2024",405,Inactive,3,"June 6, 2025",Delivered
C5803,Male,Senior,Islamabad,"September 5, 2023",O9803,"April 21, 2024",McDonald's,Fries,Continental,5,"$1,180.16",Wallet,37,"May 23, 2025",494,Active,1,"December 7, 2024",Delivered
C6714,Other,Adult,Islamabad,"May 31, 2025",O10714,"April 21, 2024",McDonald's,Pizza,Fast Food,3,"$1,152.02",Cash,40,"July 15, 2025",72,Active,5,"August 7, 2025",Delayed
C2026,Male,Adult,Islamabad,"December 10, 2024",O6026,"April 22, 2024",McDonald's,Pasta,Continental,4,"$1,182.80",Card,40,"May 26, 2025",491,Active,3,"September 13, 2024",Delayed
C5939,Female,Senior,Multan,"April 19, 2025",O9939,"April 22, 2024",McDonald's,Pasta,Continental,1,$786.54,Card,42,"April 3, 2025",298,Inactive,4,"September 28, 2024",Cancelled
C3497,Other,Senior,Lahore,"June 18, 2024",O7497,"April 22, 2024",McDonald's,Sandwich,Chinese,4,$222.31,Wallet,4,"May 11, 2025",450,Inactive,4,"June 8, 2025",Delivered
C1210,Other,Adult,Multan,"July 9, 2024",O5210,"April 23, 2024",McDonald's,Sandwich,Dessert,3,"$1,259.72",Card,39,"April 12, 2025",59,Inactive,1,"July 4, 2025",Delayed
C3466,Male,Senior,Karachi,"November 11, 2023",O7466,"April 24, 2024",McDonald's,Pasta,Italian,4,$476.38,Wallet,27,"November 28, 2024",222,Inactive,1,"May 8, 2025",Cancelled
C2671,Female,Senior,Multan,"November 7, 2024",O6671,"April 24, 2024",McDonald's,Sandwich,Chinese,3,$644.27,Cash,17,"December 12, 2024",265,Inactive,2,"June 13, 2025",Delivered
C4172,Female,Teenager,Karachi,"August 11, 2024",O8172,"April 24, 2024",McDonald's,Sandwich,Continental,1,$125.81,Card,47,"April 8, 2025",311,Active,4,"December 9, 2024",Cancelled
C5290,Other,Senior,Karachi,"July 24, 2024",O9290,"April 25, 2024",McDonald's,Fries,Chinese,2,"$1,255.34",Card,42,"November 24, 2024",102,Inactive,4,"May 7, 2025",Cancelled
C3943,Female,Teenager,Multan,"June 29, 2025",O7943,"April 25, 2024",McDonald's,Pizza,Italian,1,$624.55,Wallet,13,"January 19, 2025",214,Active,5,"October 26, 2024",Cancelled
C5924,Female,Adult,Karachi,"April 1, 2024",O9924,"April 26, 2024",McDonald's,Fries,Fast Food,1,"$1,098.54",Wallet,13,"June 5, 2025",15,Active,4,"December 17, 2024",Delayed
C1904,Other,Teenager,Peshawar,"October 7, 2023",O5904,"April 27, 2024",McDonald's,Pizza,Fast Food,3,$623.06,Cash,26,"April 17, 2025",440,Inactive,4,"February 14, 2025",Delivered
C1758,Male,Senior,Peshawar,"May 1, 2025",O5758,"April 30, 2024",McDonald's,Sandwich,Chinese,2,"$1,012.18",Wallet,35,"January 22, 2025",141,Active,2,"October 22, 2024",Delivered
C2137,Female,Senior,Peshawar,"July 14, 2025",O6137,"April 30, 2024",McDonald's,Pizza,Continental,3,$276.40,Card,20,"August 29, 2024",216,Inactive,5,"May 18, 2025",Cancelled
C2586,Other,Teenager,Peshawar,"July 27, 2025",O6586,"May 2, 2024",McDonald's,Burger,Continental,4,$849.63,Wallet,1,"February 28, 2025",482,Active,4,"November 25, 2024",Cancelled
C4971,Female,Adult,Lahore,"July 21, 2024",O8971,"May 3, 2024",McDonald's,Pizza,Fast Food,4,"$1,349.93",Card,14,"April 16, 2025",2,Active,4,"April 24, 2025",Cancelled
C6869,Male,Teenager,Multan,"January 24, 2025",O10869,"May 3, 2024",McDonald's,Burger,Italian,5,$726.46,Cash,11,"November 28, 2024",386,Inactive,4,"December 21, 2024",Delivered
C1129,Female,Adult,Lahore,"January 9, 2025",O5129,"May 5, 2024",McDonald's,Fries,Continental,3,$197.07,Card,38,"November 19, 2024",20,Active,4,"April 5, 2025",Delivered
C4508,Female,Adult,Lahore,"November 30, 2024",O8508,"May 5, 2024",McDonald's,Burger,Fast Food,4,$137.37,Wallet,33,"May 8, 2025",412,Active,4,"April 5, 2025",Cancelled
C3463,Other,Teenager,Islamabad,"February 16, 2025",O7463,"May 6, 2024",McDonald's,Sandwich,Italian,2,$438.70,Wallet,24,"September 5, 2024",64,Inactive,2,"August 8, 2025",Delayed
C3671,Male,Senior,Islamabad,"September 16, 2023",O7671,"May 6, 2024",McDonald's,Sandwich,Continental,2,"$1,080.01",Card,41,"October 24, 2024",106,Active,3,"July 24, 2025",Delivered
C4205,Male,Senior,Peshawar,"November 27, 2024",O8205,"May 6, 2024",McDonald's,Pizza,Continental,2,$804.13,Card,26,"June 24, 2025",298,Inactive,1,"April 24, 2025",Delayed
C2174,Female,Teenager,Peshawar,"May 21, 2024",O6174,"May 6, 2024",McDonald's,Fries,Italian,5,$333.34,Cash,18,"July 8, 2025",258,Active,1,"August 22, 2024",Delayed
C2699,Female,Adult,Lahore,"January 7, 2024",O6699,"May 7, 2024",McDonald's,Pasta,Italian,1,$834.97,Wallet,31,"August 23, 2024",263,Inactive,1,"September 11, 2024",Delayed
C6873,Male,Teenager,Lahore,"August 1, 2025",O10873,"May 8, 2024",McDonald's,Pizza,Continental,1,$900.48,Wallet,13,"July 20, 2025",28,Active,5,"June 16, 2025",Delayed
C3769,Other,Adult,Islamabad,"April 30, 2025",O7769,"May 8, 2024",McDonald's,Pasta,Dessert,4,$495.96,Wallet,14,"August 22, 2024",149,Active,5,"February 13, 2025",Delayed
C3542,Other,Teenager,Multan,"September 20, 2023",O7542,"May 9, 2024",McDonald's,Fries,Continental,2,$988.27,Wallet,10,"December 12, 2024",131,Active,3,"April 5, 2025",Delayed
C4926,Other,Adult,Multan,"May 7, 2025",O8926,"May 9, 2024",McDonald's,Sandwich,Fast Food,5,$818.91,Cash,35,"July 7, 2025",243,Inactive,3,"March 21, 2025",Cancelled
C5820,Male,Teenager,Peshawar,"November 15, 2023",O9820,"May 10, 2024",McDonald's,Pasta,Chinese,3,"$1,294.71",Cash,50,"April 11, 2025",161,Active,1,"June 15, 2025",Cancelled
C3496,Female,Senior,Islamabad,"August 24, 2023",O7496,"May 10, 2024",McDonald's,Burger,Continental,5,$290.25,Card,29,"June 14, 2025",82,Active,1,"May 21, 2025",Delayed
C3850,Male,Teenager,Karachi,"May 31, 2025",O7850,"May 13, 2024",McDonald's,Pizza,Chinese,5,$810.36,Wallet,4,"September 2, 2024",26,Active,5,"May 11, 2025",Delivered
C4697,Other,Teenager,Multan,"August 26, 2024",O8697,"May 13, 2024",McDonald's,Pizza,Fast Food,1,$622.02,Wallet,24,"September 24, 2024",164,Active,2,"January 24, 2025",Cancelled
C4069,Other,Senior,Multan,"August 5, 2024",O8069,"May 14, 2024",McDonald's,Sandwich,Fast Food,5,"$1,273.03",Wallet,17,"May 19, 2025",309,Active,2,"July 5, 2025",Delivered
C5768,Other,Teenager,Islamabad,"June 16, 2024",O9768,"May 14, 2024",McDonald's,Pizza,Continental,2,$929.17,Wallet,24,"July 14, 2025",309,Active,3,"June 24, 2025",Delayed
C4202,Female,Teenager,Multan,"August 22, 2023",O8202,"May 15, 2024",McDonald's,Burger,Dessert,2,$545.14,Cash,10,"December 16, 2024",35,Active,5,"March 17, 2025",Cancelled
C2230,Female,Teenager,Karachi,"May 24, 2024",O6230,"May 16, 2024",McDonald's,Pizza,Continental,3,$168.76,Cash,30,"March 24, 2025",258,Active,4,"January 21, 2025",Delivered
C6386,Other,Senior,Karachi,"August 26, 2024",O10386,"May 18, 2024",McDonald's,Pasta,Continental,5,$663.78,Wallet,32,"May 27, 2025",153,Active,4,"May 3, 2025",Delivered
C4232,Female,Teenager,Multan,"June 25, 2025",O8232,"May 18, 2024",McDonald's,Fries,Italian,1,"$1,411.30",Card,17,"March 3, 2025",249,Inactive,3,"February 16, 2025",Delivered
C3982,Female,Adult,Multan,"November 21, 2023",O7982,"May 19, 2024",McDonald's,Burger,Dessert,5,$153.93,Cash,17,"February 7, 2025",486,Inactive,5,"October 12, 2024",Delivered
C6722,Other,Teenager,Multan,"September 29, 2023",O10722,"May 19, 2024",McDonald's,Pasta,Chinese,1,"$1,058.71",Cash,6,"September 6, 2024",67,Inactive,5,"October 12, 2024",Delayed
C2358,Other,Teenager,Lahore,"July 22, 2025",O6358,"May 21, 2024",McDonald's,Burger,Dessert,1,"$1,253.85",Wallet,31,"December 19, 2024",267,Inactive,5,"July 23, 2025",Delivered
C2339,Female,Teenager,Peshawar,"April 26, 2025",O6339,"May 21, 2024",McDonald's,Sandwich,Chinese,1,$895.81,Wallet,45,"March 31, 2025",364,Active,5,"March 29, 2025",Delivered
C1501,Male,Senior,Karachi,"September 9, 2024",O5501,"May 21, 2024",McDonald's,Burger,Continental,3,"$1,346.40",Wallet,8,"November 4, 2024",381,Inactive,1,"April 5, 2025",Cancelled
C3896,Other,Adult,Multan,"August 9, 2024",O7896,"May 21, 2024",McDonald's,Sandwich,Chinese,3,$748.73,Card,15,"February 6, 2025",254,Inactive,5,"May 9, 2025",Delivered
C3095,Male,Senior,Multan,"September 24, 2024",O7095,"May 21, 2024",McDonald's,Fries,Chinese,2,"$1,449.82",Cash,37,"August 15, 2025",226,Active,3,"October 12, 2024",Cancelled
C4809,Male,Adult,Karachi,"February 26, 2024",O8809,"May 23, 2024",McDonald's,Pasta,Italian,1,"$1,442.58",Wallet,7,"December 11, 2024",38,Active,5,"June 14, 2025",Delayed
C5879,Female,Adult,Multan,"May 6, 2024",O9879,"May 23, 2024",McDonald's,Burger,Chinese,4,"$1,182.98",Card,12,"September 2, 2024",200,Inactive,2,"July 9, 2025",Cancelled
C3285,Other,Senior,Peshawar,"August 16, 2025",O7285,"May 24, 2024",McDonald's,Pasta,Dessert,1,$557.49,Wallet,26,"September 4, 2024",66,Inactive,2,"May 31, 2025",Delayed
C2613,Female,Senior,Islamabad,"January 11, 2025",O6613,"May 25, 2024",McDonald's,Pizza,Dessert,2,"$1,382.43",Card,4,"July 14, 2025",243,Active,5,"April 29, 2025",Cancelled
C5318,Other,Senior,Lahore,"December 31, 2024",O9318,"May 27, 2024",McDonald's,Burger,Fast Food,5,"$1,262.52",Wallet,8,"July 10, 2025",309,Inactive,5,"August 19, 2025",Delayed
C4458,Female,Senior,Peshawar,"January 11, 2025",O8458,"May 30, 2024",McDonald's,Sandwich,Dessert,5,$923.04,Wallet,21,"April 22, 2025",311,Active,2,"September 23, 2024",Delivered
C3050,Other,Adult,Peshawar,"January 24, 2025",O7050,"May 30, 2024",McDonald's,Pasta,Continental,2,"$1,359.67",Card,12,"December 23, 2024",153,Active,2,"October 25, 2024",Delivered
C5514,Female,Adult,Islamabad,"August 28, 2024",O9514,"May 31, 2024",McDonald's,Pizza,Dessert,3,$239.85,Card,46,"October 6, 2024",360,Inactive,2,"February 6, 2025",Cancelled
C1182,Female,Adult,Lahore,"August 29, 2024",O5182,"May 31, 2024",McDonald's,Sandwich,Dessert,2,"$1,089.73",Wallet,37,"October 30, 2024",106,Inactive,2,"April 19, 2025",Delayed
C6014,Male,Teenager,Peshawar,"June 29, 2024",O10014,"June 1, 2024",McDonald's,Burger,Chinese,5,"$1,148.79",Wallet,50,"October 18, 2024",345,Active,4,"January 17, 2025",Delivered
